# 20240814T2003
sample	sex	population	supergroup	verkko_assembly_accession	datatype	filename	file_accession	project_accession	total_num_grt_0bp	total_length_grt_0bp	cov_xfold_grt_0bp_at_3Gbp	length_N50_grt_0bp	length_auN_grt_0bp	total_num_grt_100kbp	cov_xfold_grt_100kbp_at_3Gbp	length_N50_grt_100kbp	length_auN_grt_100kbp	total_num_grt_1Mbp	matched_name	match_quality	reuse_data
HG03009	male	BEB	SAS	ERZ24811754	ont	20220307_220302_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028121	PRJEB58376	678162	45095754941	15.0	144017	169647	161736	10.1	196432	225235	9	exact-match	exact-match	yes
HG03009	male	BEB	SAS	ERZ24811754	ont	20230801_230726_23-lee-007_PCA100115_2C-run16_guppy-5.0.11-sup-prom_fastq_pass	ERR12954368	PRJEB75216	2272695	108637433305	36.2	97681	119730	326232	17.7	163443	187835	0	exact-match	exact-match	yes
HG03009	male	BEB	SAS	ERZ24811754	ont	all	(summary)	(summary)	4205778	229728878532	76.6	117291	147251	742529	44.0	182893	215389	25	all	(summary)	(summary)
HG03009	male	BEB	SAS	ERZ24811754	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03065	male	MSL	AFR	ERZ24811744	hifi	JAX_HiFi_HG03065_m64039_220123_061725	ERR10966387	PRJEB58376	2427090	40938319913	13.6	17309	18123	0	0.0	0	0	0	exact-match	exact-match	yes
HG03065	male	MSL	AFR	ERZ24811744	hifi	JAX_HiFi_HG03065_m64119_220116_090326	ERR10966389	PRJEB58376	2447262	40643311989	13.5	16956	17793	0	0.0	0	0	0	exact-match	exact-match	yes
HG03065	male	MSL	AFR	ERZ24811744	hifi	JAX_HiFi_HG03065_m64119_220121_210303	ERR10966388	PRJEB58376	2508489	42755461087	14.3	17484	18305	0	0.0	0	0	0	exact-match	exact-match	yes
HG03065	male	MSL	AFR	ERZ24811744	hifi	all	(summary)	(summary)	7382841	124337092989	41.4	17252	18078	0	0.0	0	0	0	all	(summary)	(summary)
HG03065	male	MSL	AFR	ERZ24811744	ont	20220322_220316_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028096	PRJEB58376	1018035	76207584238	25.4	145963	167547	278097	17.2	195195	220264	1	exact-match	exact-match	yes
HG03065	male	MSL	AFR	ERZ24811744	ont	20220329_220323_21-lee-006_PC24B149_2G_guppy-5.0.11-sup-prom_fastq_pass	ERR11028143	PRJEB58376	940415	52969103970	17.7	118003	142455	172233	10.1	182953	208544	1	exact-match	exact-match	yes
HG03065	male	MSL	AFR	ERZ24811744	ont	20230801_230726_23-lee-007_PCA100115_3B-run17_guppy-5.0.11-sup-prom_fastq_pass	ERR12954362	PRJEB75216	2405625	118014108731	39.3	94616	108218	363635	18.5	152987	168484	0	exact-match	exact-match	yes
HG03065	male	MSL	AFR	ERZ24811744	ont	all	(summary)	(summary)	4364075	247190796939	82.4	112205	133846	813965	45.8	172076	196768	2	all	(summary)	(summary)
HG03065	male	MSL	AFR	ERZ24811744	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03248	male	GWD	AFR	ERZ24811357	hifi	JAX_HiFi_HG03248_m64039_210628_130740	ERR10966380	PRJEB58376	1366696	22483235467	7.5	16945	18111	0	0.0	0	0	0	exact-match	exact-match	yes
HG03248	male	GWD	AFR	ERZ24811357	hifi	JAX_HiFi_HG03248_m64039_210710_005846	ERR10966379	PRJEB58376	1361285	25040464638	8.3	18589	19854	0	0.0	0	0	0	exact-match	exact-match	yes
HG03248	male	GWD	AFR	ERZ24811357	hifi	JAX_HiFi_HG03248_m64119_210613_003658	ERR10966376	PRJEB58376	1293766	23334090071	7.8	18179	19389	0	0.0	0	0	0	exact-match	exact-match	yes
HG03248	male	GWD	AFR	ERZ24811357	hifi	JAX_HiFi_HG03248_m64119_210618_180607	ERR10966378	PRJEB58376	1387072	24223359004	8.1	18159	19249	0	0.0	0	0	0	exact-match	exact-match	yes
HG03248	male	GWD	AFR	ERZ24811357	hifi	JAX_HiFi_HG03248_m64119_211212_061234	ERR10966377	PRJEB58376	2090672	31929457424	10.6	15454	16779	0	0.0	0	0	0	exact-match	exact-match	yes
HG03248	male	GWD	AFR	ERZ24811357	hifi	all	(summary)	(summary)	7499491	127010606604	42.3	17381	18571	0	0.0	0	0	0	all	(summary)	(summary)
HG03248	male	GWD	AFR	ERZ24811357	ont	20210630_210623_21-lee-006_PCT0053_2-E9-H9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028090	PRJEB58376	507143	34626503940	11.5	181420	199025	132610	8.9	218013	241060	2	exact-match	exact-match	yes
HG03248	male	GWD	AFR	ERZ24811357	ont	20211022_211012_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028139	PRJEB58376	929976	61744309147	20.6	168299	192076	220150	14.8	219066	245529	5	exact-match	exact-match	yes
HG03248	male	GWD	AFR	ERZ24811357	ont	20211102_211027_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028111	PRJEB58376	607159	35532752106	11.8	161308	183355	126593	8.3	212980	237920	2	exact-match	exact-match	yes
HG03248	male	GWD	AFR	ERZ24811357	ont	all	(summary)	(summary)	2044278	131903565193	44.0	169977	191551	479353	32.0	217157	242309	9	all	(summary)	(summary)
HG03248	male	GWD	AFR	ERZ24811357	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03371	male	ESN	AFR	ERZ24811748	hifi	JAX_HiFi_HG03371_m64039_220209_170329	ERR10966432	PRJEB58376	2554264	44463444044	14.8	17937	19037	0	0.0	0	0	0	exact-match	exact-match	yes
HG03371	male	ESN	AFR	ERZ24811748	hifi	JAX_HiFi_HG03371_m64119_220123_063014	ERR10966430	PRJEB58376	2353235	41642513355	13.9	18184	19304	0	0.0	0	0	0	exact-match	exact-match	yes
HG03371	male	ESN	AFR	ERZ24811748	hifi	JAX_HiFi_HG03371_m64119_220207_182351	ERR10966431	PRJEB58376	2329718	40880450021	13.6	18012	19142	0	0.0	0	0	0	exact-match	exact-match	yes
HG03371	male	ESN	AFR	ERZ24811748	hifi	all	(summary)	(summary)	7237217	126986407420	42.3	18043	19158	0	0.0	0	0	0	all	(summary)	(summary)
HG03371	male	ESN	AFR	ERZ24811748	ont	20220322_220316_21-lee-006_PC24B149_3D_guppy-5.0.11-sup-prom_fastq_pass	ERR11028137	PRJEB58376	704905	65197619090	21.7	183944	213630	233386	16.4	230777	264291	21	exact-match	exact-match	yes
HG03371	male	ESN	AFR	ERZ24811748	ont	20220329_220323_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028117	PRJEB58376	662953	49661674570	16.6	152511	184077	170739	11.2	211516	244912	3	exact-match	exact-match	yes
HG03371	male	ESN	AFR	ERZ24811748	ont	20230619_230613_23-lee-007_PCA100115_3F-run13_guppy-5.0.11-sup-prom_fastq_pass	ERR12954384	PRJEB75216	906110	53220552666	17.7	107575	123079	181464	9.6	159766	178706	1	exact-match	exact-match	yes
HG03371	male	ESN	AFR	ERZ24811748	ont	all	(summary)	(summary)	2273968	168079846326	56.0	143827	176226	585589	37.2	200944	236390	25	all	(summary)	(summary)
HG03371	male	ESN	AFR	ERZ24811748	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03452	female	MSL	AFR	ERZ24811390	hifi	all	(summary)	(summary)	6152569	99475821667	33.2	16319	16806	0	0.0	0	0	0	all	(summary)	(summary)
HG03452	female	MSL	AFR	ERZ24811390	hifi	m64076_210126_175628.ccs	ERR13491907	PRJEB77558	2166313	34584252440	11.5	16067	16583	0	0.0	0	0	0	m64076_210126_175628.Q20	fuzzy-match	yes
HG03452	female	MSL	AFR	ERZ24811390	hifi	m64076_210131_015832.ccs	ERR13491908	PRJEB77558	1821511	29924572733	10.0	16642	17081	0	0.0	0	0	0	m64076_210131_015832.Q20	fuzzy-match	yes
HG03452	female	MSL	AFR	ERZ24811390	hifi	m64076_210201_082658.ccs	ERR13491909	PRJEB77558	2164745	34966996494	11.7	16302	16792	0	0.0	0	0	0	m64076_210201_082658.Q20	fuzzy-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20210908_UL_eee-prom1-2G-PAH61824_guppy-5.0.11-sup-prom_fastq_pass	ERR13491910	PRJEB77558	852475	38455402495	12.8	182024	223084	122564	9.1	250047	293331	50	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20210908_UL_eee-prom1-2H-PAH74171_guppy-5.0.11-sup-prom_fastq_pass	ERR13491911	PRJEB77558	397211	12710154905	4.2	186475	244520	39098	3.0	257884	326080	149	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20210913_UL_eee-prom1-1B-PAH61824_guppy-5.0.11-sup-prom_fastq_pass	ERR13491912	PRJEB77558	79162	5548633030	1.8	137199	164094	19623	1.2	191951	221470	0	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20210913_UL_eee-prom1-1C-PAH74171_guppy-5.0.11-sup-prom_fastq_pass	ERR13491913	PRJEB77558	8787	229712118	0.1	122183	137192	799	0.0	176455	198361	0	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20210915_UL_eee-prom1-3C-PAH79890_guppy-5.0.11-sup-prom_fastq_pass	ERR13491914	PRJEB77558	2687	73857069	0.0	142789	185779	238	0.0	225876	264810	0	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20210928_UL_eee-prom1-3F-PAH79890_guppy-5.0.11-sup-prom_fastq_pass	ERR13491915	PRJEB77558	234253	4677528555	1.6	95560	171953	12185	0.7	181318	306195	74	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20211006_UL_eee-prom1-3D-PAI05003_guppy-5.0.11-sup-prom_fastq_pass	ERR13491916	PRJEB77558	1473388	35332461326	11.8	88563	128300	90263	5.3	178889	228008	89	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20211019_UL_eee-prom1-3B-PAI05201_guppy-5.0.11-sup-prom_fastq_pass	ERR13491917	PRJEB77558	1666707	38310482124	12.8	90073	120027	102548	5.8	171114	207245	25	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20211130_UL_eee-prom1-1H-PAI20041_guppy-5.0.11-sup-prom_fastq_pass	ERR13491918	PRJEB77558	414094	25500042625	8.5	144223	171758	88456	5.6	201915	232062	6	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	HG03452_20211202_UL_eee-prom1-1H-PAI20041_guppy-5.0.11-sup-prom_fastq_pass	ERR13491919	PRJEB77558	74038	5632064611	1.9	137053	155436	21219	1.2	183527	204099	0	exact-match	exact-match	yes
HG03452	female	MSL	AFR	ERZ24811390	ont	all	(summary)	(summary)	5202802	166470338858	55.5	122736	167198	496993	32.1	204703	253366	393	all	(summary)	(summary)
HG03452	female	MSL	AFR	ERZ24811390	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03456	male	MSL	AFR	ERZ24811749	hifi	JAX_HiFi_HG03456_m64039_220111_082237	ERR12953018	PRJEB75190	2783068	40350319319	13.5	14733	15476	0	0.0	0	0	0	exact-match	exact-match	yes
HG03456	male	MSL	AFR	ERZ24811749	hifi	JAX_HiFi_HG03456_m64119_211226_162136	ERR12953023	PRJEB75190	2330999	33998123088	11.3	14818	15553	0	0.0	0	0	0	exact-match	exact-match	yes
HG03456	male	MSL	AFR	ERZ24811749	hifi	JAX_HiFi_HG03456_m64119_220107_181428	ERR12953031	PRJEB75190	2703988	39850430169	13.3	14993	15710	0	0.0	0	0	0	exact-match	exact-match	yes
HG03456	male	MSL	AFR	ERZ24811749	hifi	all	(summary)	(summary)	7818055	114198872576	38.1	14848	15580	0	0.0	0	0	0	all	(summary)	(summary)
HG03456	male	MSL	AFR	ERZ24811749	ont	20220315_220308_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR12954364	PRJEB75216	967279	53635820642	17.9	150540	173412	189521	12.1	204789	230223	2	exact-match	exact-match	yes
HG03456	male	MSL	AFR	ERZ24811749	ont	20220405_220329_21-lee-006_PC24B149_2D_guppy-5.0.11-sup-prom_fastq_pass	ERR12954424	PRJEB75216	1027847	55554696120	18.5	149737	173734	195876	12.5	204528	231033	5	exact-match	exact-match	yes
HG03456	male	MSL	AFR	ERZ24811749	ont	20230428_230425_23-lee-007_PCA100115_3F-run2_guppy-5.0.11-sup-prom_fastq_pass	ERR12954389	PRJEB75216	868748	32602702018	10.9	115850	136014	108993	6.2	175210	198648	1	exact-match	exact-match	yes
HG03456	male	MSL	AFR	ERZ24811749	ont	20230505_230426_23-lee-007_PCA100115_3F-run4_guppy-5.0.11-sup-prom_fastq_pass	ERR12954363	PRJEB75216	1130729	42043771080	14.0	111898	131832	137751	7.8	172455	196001	0	exact-match	exact-match	yes
HG03456	male	MSL	AFR	ERZ24811749	ont	all	(summary)	(summary)	3994603	183836989860	61.3	133427	157368	632141	38.6	192102	218527	8	all	(summary)	(summary)
HG03456	male	MSL	AFR	ERZ24811749	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03520	female	ESN	AFR	ERZ24811352	hifi	EDEVI_20210402_S64049_PL100170205-1_B01.ccs	SRR19416259	PRJNA698480	567228	10522491571	3.5	18527	18738	0	0.0	0	0	0	PL100170205-1_S64049_20210402_B01_run	manual-fix	yes
HG03520	female	ESN	AFR	ERZ24811352	hifi	EDEVI_20210427_S64018_PL100170205A-1_A01.ccs	SRR19416255	PRJNA698480	1358731	23061474647	7.7	16952	17077	0	0.0	0	0	0	PL100170205A-1_S64018_20210427_A01_run	manual-fix	yes
HG03520	female	ESN	AFR	ERZ24811352	hifi	EDEVI_20210603_S64018_PL100170205A-3_A01.ccs	SRR19416256	PRJNA698480	1457028	22920349319	7.6	15711	15823	0	0.0	0	0	0	PL100170205A-3_S64018_20210603_A01_run	manual-fix	yes
HG03520	female	ESN	AFR	ERZ24811352	hifi	EDEVI_20210924_S64018_PL100194882-1_B01.ccs	SRR19416257	PRJNA698480	1666405	28147900581	9.4	16894	17041	0	0.0	0	0	0	PL100194882-1_S64018_20210924_B01_run	manual-fix	yes
HG03520	female	ESN	AFR	ERZ24811352	hifi	EDEVI_20210924_S64018_PL100194882-1_C01.ccs	SRR19416257	PRJNA698480	1668445	28182907679	9.4	16895	17042	0	0.0	0	0	0	PL100194882-1_S64018_20210924_B01_run	manual-fix	yes
HG03520	female	ESN	AFR	ERZ24811352	hifi	EDEVI_20211019_S64049_PL100194881-1_B01.ccs	SRR19416260	PRJNA698480	1656306	33301537041	11.1	19857	20485	0	0.0	0	0	0	PL100194881-1_S64049_20211019_B01_run	manual-fix	yes
HG03520	female	ESN	AFR	ERZ24811352	hifi	all	(summary)	(summary)	8374143	146136660838	48.7	17352	17763	0	0.0	0	0	0	all	(summary)	(summary)
HG03520	female	ESN	AFR	ERZ24811352	ont	20211008_210929_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR12954377	PRJEB75216	1070945	63901865272	21.3	187972	215372	221625	15.9	239757	269762	13	exact-match	exact-match	yes
HG03520	female	ESN	AFR	ERZ24811352	ont	20211102_211020_21-lee-006_PCT0053_2-A11-D11_guppy-5.0.11-sup-prom_fastq_pass	ERR12954423	PRJEB75216	1197271	71635683889	23.9	176713	203432	249918	17.4	229538	258981	17	exact-match	exact-match	yes
HG03520	female	ESN	AFR	ERZ24811352	ont	all	(summary)	(summary)	2268216	135537549161	45.2	181897	209061	471543	33.3	234191	264134	30	all	(summary)	(summary)
HG03520	female	ESN	AFR	ERZ24811352	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03683	female	STU	SAS	ERZ24811385	hifi	all	(summary)	(summary)	6527103	126026944330	42.0	19517	20317	0	0.0	0	0	0	all	(summary)	(summary)
HG03683	female	STU	SAS	ERZ24811385	hifi	m54329U_220220_134718.hifi_reads	ERR13110572	PRJEB75739	1220872	22576361384	7.5	18552	19427	0	0.0	0	0	0	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	hifi	m54329U_220311_015732.hifi_reads	ERR13110573	PRJEB75739	2251664	43345426754	14.4	19496	20328	0	0.0	0	0	0	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	hifi	m64076_211225_093817.hifi_reads	ERR13110574	PRJEB75739	1006836	20568288045	6.9	20352	21154	0	0.0	0	0	0	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	hifi	m64076_220317_110154.hifi_reads	ERR13110575	PRJEB75739	2047731	39536868147	13.2	19561	20378	0	0.0	0	0	0	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	ont	20230214_HG03683_UL_eee-prom1-2G-PAG79669_guppy-5.0.11-sup-prom_fastq_pass	ERR13491920	PRJEB77558	448438	32725362161	10.9	125595	153662	113315	6.7	183192	212965	3	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	ont	20230214_HG03683_UL_eee-prom1-2H-PAG77581_guppy-5.0.11-sup-prom_fastq_pass	ERR13491921	PRJEB77558	640810	40629927777	13.5	110763	137779	131408	7.5	173397	202809	3	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	ont	20230221_HG03683_UL_eee-prom1-3E-PAM43089_guppy-5.0.11-sup-prom_fastq_pass	ERR13491922	PRJEB77558	410126	33618700786	11.2	158309	186990	122753	8.0	207477	239017	5	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	ont	20230221_HG03683_UL_eee-prom1-3F-PAM41696_guppy-5.0.11-sup-prom_fastq_pass	ERR13491923	PRJEB77558	613171	50277278920	16.8	147606	173434	187093	11.6	194841	224049	4	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	ont	20230223_HG03683_UL_eee-prom1-2B-PAM43089_guppy-5.0.11-sup-prom_fastq_pass	ERR13491924	PRJEB77558	79970	6325551206	2.1	153093	178479	23449	1.5	199796	229032	1	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	ont	20230223_HG03683_UL_eee-prom1-3E-PAM43089_guppy-5.0.11-sup-prom_fastq_pass	ERR13491925	PRJEB77558	16822	1181575621	0.4	151853	178172	4323	0.3	201783	230429	0	exact-match	exact-match	yes
HG03683	female	STU	SAS	ERZ24811385	ont	all	(summary)	(summary)	2209337	164758396471	54.9	135397	163708	582341	35.5	190598	221102	16	all	(summary)	(summary)
HG03683	female	STU	SAS	ERZ24811385	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03732	male	ITU	SAS	ERZ24811747	hifi	JAX_HiFi_HG03732_m64039_220307_165844	ERR10966445	PRJEB58376	2316741	31618690581	10.5	13926	14811	0	0.0	0	0	0	exact-match	exact-match	yes
HG03732	male	ITU	SAS	ERZ24811747	hifi	JAX_HiFi_HG03732_m64039_220309_035544	ERR10966446	PRJEB58376	2299242	33027941831	11.0	14437	15359	0	0.0	0	0	0	exact-match	exact-match	yes
HG03732	male	ITU	SAS	ERZ24811747	hifi	JAX_HiFi_HG03732_m64119_220228_203256	ERR10966447	PRJEB58376	2540311	34571378373	11.5	13884	14767	0	0.0	0	0	0	exact-match	exact-match	yes
HG03732	male	ITU	SAS	ERZ24811747	hifi	JAX_HiFi_HG03732_m84148_231004_194944_s4.hifi_reads.HG03732_GT23-12529_bc2013	ERR12953022	PRJEB75190	4825294	82373001865	27.5	17811	18434	0	0.0	0	0	0	exact-match	exact-match	yes
HG03732	male	ITU	SAS	ERZ24811747	hifi	all	(summary)	(summary)	11981588	181591012650	60.5	15701	16546	0	0.0	0	0	0	all	(summary)	(summary)
HG03732	male	ITU	SAS	ERZ24811747	ont	20220425_220420_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass	ERR11028109	PRJEB58376	795751	49941453936	16.6	131280	153880	174278	10.4	186936	212344	1	exact-match	exact-match	yes
HG03732	male	ITU	SAS	ERZ24811747	ont	20220503_220427_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028086	PRJEB58376	554906	35534413317	11.8	134627	157383	123781	7.5	190686	216112	0	exact-match	exact-match	yes
HG03732	male	ITU	SAS	ERZ24811747	ont	20220503_220428_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028094	PRJEB58376	353419	20716844124	6.9	119117	141640	69728	4.0	178657	203203	0	exact-match	exact-match	yes
HG03732	male	ITU	SAS	ERZ24811747	ont	20230530_230523_23-lee-007_PCA100115_3B-run9_guppy-5.0.11-sup-prom_fastq_pass	ERR12954422	PRJEB75216	1114501	56374707199	18.8	134758	158419	201215	12.1	187231	214995	1	exact-match	exact-match	yes
HG03732	male	ITU	SAS	ERZ24811747	ont	all	(summary)	(summary)	2818577	162567418576	54.2	131594	154660	569002	34.1	186810	213036	2	all	(summary)	(summary)
HG03732	male	ITU	SAS	ERZ24811747	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03807	female	BEB	SAS	ERZ24811374	hifi	JAX_HiFi_HG03807_m64039_210118_125023	ERR12953011	PRJEB75190	2640678	40872195546	13.6	15479	16408	0	0.0	0	0	0	exact-match	exact-match	yes
HG03807	female	BEB	SAS	ERZ24811374	hifi	JAX_HiFi_HG03807_m64119_210124_053806	ERR12953020	PRJEB75190	2201364	36029752484	12.0	16524	17402	0	0.0	0	0	0	exact-match	exact-match	yes
HG03807	female	BEB	SAS	ERZ24811374	hifi	JAX_HiFi_HG03807_m64119_210125_120547	ERR12953013	PRJEB75190	2427942	38631033984	12.9	15968	16881	0	0.0	0	0	0	exact-match	exact-match	yes
HG03807	female	BEB	SAS	ERZ24811374	hifi	all	(summary)	(summary)	7269984	115532982014	38.5	15965	16876	0	0.0	0	0	0	all	(summary)	(summary)
HG03807	female	BEB	SAS	ERZ24811374	ont	20210920_210908_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR12954359	PRJEB75216	992880	75398198081	25.1	176902	203317	271023	18.6	224835	254574	11	exact-match	exact-match	yes
HG03807	female	BEB	SAS	ERZ24811374	ont	20211019_211006_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass	ERR12954410	PRJEB75216	1339934	99191741417	33.1	170349	194624	359253	24.1	218268	245847	10	exact-match	exact-match	yes
HG03807	female	BEB	SAS	ERZ24811374	ont	all	(summary)	(summary)	2332814	174589939498	58.2	173110	198378	630276	42.7	221034	249650	21	all	(summary)	(summary)
HG03807	female	BEB	SAS	ERZ24811374	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG04036	female	STU	SAS	ERZ24811355	hifi	all	(summary)	(summary)	7117182	121743952993	40.6	17471	17941	0	0.0	0	0	0	all	(summary)	(summary)
HG04036	female	STU	SAS	ERZ24811355	hifi	m54329U_210411_022852.hifi_reads	ERR13491926	PRJEB77558	1333006	22797035910	7.6	17469	17936	0	0.0	0	0	0	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	hifi	m64076_210405_202313.hifi_reads	ERR13491927	PRJEB77558	1461477	25218393173	8.4	17645	18101	0	0.0	0	0	0	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	hifi	m64076_210408_003515.hifi_reads	ERR13491928	PRJEB77558	1583802	26528649647	8.8	17033	17561	0	0.0	0	0	0	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	hifi	m64076_210411_021355.hifi_reads	ERR13491929	PRJEB77558	1194714	20941737846	7.0	17974	18375	0	0.0	0	0	0	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	hifi	m64076_210412_082528.hifi_reads	ERR13491930	PRJEB77558	1544183	26258136417	8.8	17350	17831	0	0.0	0	0	0	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	ont	HG04036_20210922_UL_eee-prom1-2B-PAH80217_guppy-5.0.11-sup-prom_fastq_pass	ERR13491931	PRJEB77558	5710	7669416	0.0	8871	106105	6	0.0	347033	420149	0	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	ont	HG04036_20211006_UL_eee-prom1-3F-PAI05203_guppy-5.0.11-sup-prom_fastq_pass	ERR13491932	PRJEB77558	568116	25019008561	8.3	121197	174317	75560	4.8	198659	262668	141	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	ont	HG04036_20211008_UL_eee-prom1-3F-PAI05203_guppy-5.0.11-sup-prom_fastq_pass	ERR13491933	PRJEB77558	52520	2516985248	0.8	106280	139678	7707	0.4	173830	216023	4	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	ont	HG04036_20211207_UL_eee-prom1-1B-PAI76381_guppy-5.0.11-sup-prom_fastq_pass	ERR13491934	PRJEB77558	540416	31823298125	10.6	163425	189232	116104	7.6	211751	241013	2	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	ont	HG04036_20211220_UL_eee-prom1-1E-PAJ02986_guppy-5.0.11-sup-prom_fastq_pass	ERR13491935	PRJEB77558	366103	19438195951	6.5	121799	145902	63757	3.8	186211	211099	1	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	ont	HG04036_20211220_UL_eee-prom1-1F-PAJ02848_guppy-5.0.11-sup-prom_fastq_pass	ERR13491936	PRJEB77558	1055981	58422391443	19.5	123263	146045	196985	11.6	184057	207932	3	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	ont	HG04036_20211221_UL_eee-prom1-1E-PAJ02986_guppy-5.0.11-sup-prom_fastq_pass	ERR13491937	PRJEB77558	493890	27055982296	9.0	112500	133818	88351	5.0	174530	197087	1	exact-match	exact-match	yes
HG04036	female	STU	SAS	ERZ24811355	ont	all	(summary)	(summary)	3082736	164283531040	54.8	127459	156586	548470	33.3	190000	222295	152	all	(summary)	(summary)
HG04036	female	STU	SAS	ERZ24811355	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG04217	female	ITU	SAS	ERZ24811358	hifi	JAX_HiFi_HG04217_m64039_210119_191818	ERR12953035	PRJEB75190	2116235	36698809429	12.2	17544	18543	0	0.0	0	0	0	exact-match	exact-match	yes
HG04217	female	ITU	SAS	ERZ24811358	hifi	JAX_HiFi_HG04217_m64119_210212_015818	ERR12953019	PRJEB75190	2012969	36641357465	12.2	18353	19398	0	0.0	0	0	0	exact-match	exact-match	yes
HG04217	female	ITU	SAS	ERZ24811358	hifi	JAX_HiFi_HG04217_m64119_210213_082612	ERR12953025	PRJEB75190	2040923	37656172566	12.6	18602	19672	0	0.0	0	0	0	exact-match	exact-match	yes
HG04217	female	ITU	SAS	ERZ24811358	hifi	all	(summary)	(summary)	6170127	110996339460	37.0	18165	19208	0	0.0	0	0	0	all	(summary)	(summary)
