chrom	chromStart	chromEnd	name	strand	thickStart	thickEnd	name2	geneName	geneName2
chr6	23997882	24019208	NM_080723.5	+	24005994	24017623	NRSN1	NM_080723.5	NRSN1
chr6	24043590	24228018	NM_016356.5	-	24046565	24227709	DCDC2	NM_016356.5	DCDC2
chr6	24043590	24253315	NM_001195610.2	-	24046565	24227709	DCDC2	NM_001195610.2	DCDC2
chr6	24272970	24293510	NM_001286265.2	+	24273081	24293089	MRS2	NM_001286265.2	MRS2
chr6	24272970	24296223	NM_001286264.2	+	24273081	24293727	MRS2	NM_001286264.2	MRS2
chr6	24272970	24296223	NM_001286266.2	+	24273081	24293727	MRS2	NM_001286266.2	MRS2
chr6	24272970	24296223	NM_020662.4	+	24273081	24293727	MRS2	NM_020662.4	MRS2
chr6	24295864	24359561	NM_001503.4	-	24299065	24359494	GPLD1	NM_001503.4	GPLD1
chr6	24364949	24407166	NM_001080.3	+	24364977	24403671	ALDH5A1	NM_001080.3	ALDH5A1
chr6	24364949	24407166	NM_001368954.1	+	24364977	24403671	ALDH5A1	NM_001368954.1	ALDH5A1
chr6	24364949	24407166	NM_170740.1	+	24364977	24403671	ALDH5A1	NM_170740.1	ALDH5A1
chr6	24414071	24453186	NM_001252328.2	-	24417129	24446332	KIAA0319	NM_001252328.2	KIAA0319
chr6	24414071	24516155	NM_001168374.2	-	24417129	24470599	KIAA0319	NM_001168374.2	KIAA0319
chr6	24414071	24516155	NM_001168375.2	-	24417129	24471056	KIAA0319	NM_001168375.2	KIAA0319
chr6	24414071	24516155	NM_001168376.2	-	24417129	24466483	KIAA0319	NM_001168376.2	KIAA0319
chr6	24414071	24516155	NM_001168377.2	-	24417129	24471056	KIAA0319	NM_001168377.2	KIAA0319
chr6	24414071	24516155	NM_001350403.2	-	24417129	24471056	KIAA0319	NM_001350403.2	KIAA0319
chr6	24414071	24516155	NM_001350404.2	-	24417129	24515762	KIAA0319	NM_001350404.2	KIAA0319
chr6	24414071	24516155	NM_001350405.2	-	24417129	24471056	KIAA0319	NM_001350405.2	KIAA0319
chr6	24414071	24516155	NM_001350406.2	-	24417129	24466483	KIAA0319	NM_001350406.2	KIAA0319
chr6	24414071	24516155	NM_001350407.2	-	24421414	24471056	KIAA0319	NM_001350407.2	KIAA0319
chr6	24414071	24516155	NM_001350408.2	-	24421414	24471056	KIAA0319	NM_001350408.2	KIAA0319
chr6	24414071	24516155	NM_001350409.2	-	24417129	24466162	KIAA0319	NM_001350409.2	KIAA0319
chr6	24414071	24516155	NM_001350410.2	-	24417129	24466162	KIAA0319	NM_001350410.2	KIAA0319
chr6	24414071	24516155	NM_014809.4	-	24417129	24471056	KIAA0319	NM_014809.4	KIAA0319
chr6	24520362	24537292	NM_016614.3	-	24521171	24537255	TDP2	NM_016614.3	TDP2
chr6	24537471	24576170	NM_001160094.2	+	24558807	24572739	ACOT13	NM_001160094.2	ACOT13
chr6	24537471	24576170	NM_018473.4	+	24537658	24572739	ACOT13	NM_018473.4	ACOT13
chr6	24575984	24590287	NM_030939.5	-	24577259	24589801	C6orf62	NM_030939.5	C6orf62
chr6	24575984	24591969	NM_001410835.1	-	24577259	24591034	C6orf62	NM_001410835.1	C6orf62
chr6	24646071	24657235	NM_001251989.2	+	24648381	24656935	GMNN	NM_001251989.2	GMNN
chr6	24646071	24657235	NM_001251990.2	+	24648381	24656935	GMNN	NM_001251990.2	GMNN
chr6	24646071	24657235	NM_015895.5	+	24648381	24656935	GMNN	NM_015895.5	GMNN
chr6	24646547	24657235	NM_001251991.1	+	24648381	24656935	GMNN	NM_001251991.1	GMNN
chr6	24668472	24670055	NM_001282492.2	-	24668547	24669995	ARMH2	NM_001282492.2	ARMH2
chr6	24675431	24775803	NM_001346032.2	-	24677515	24740858	RIPOR2	NM_001346032.2	RIPOR2
chr6	24675431	24776117	NM_001346031.2	-	24677515	24740858	RIPOR2	NM_001346031.2	RIPOR2
chr6	24675431	24776117	NM_014722.5	-	24677515	24740858	RIPOR2	NM_014722.5	RIPOR2
chr6	24675431	24801187	NM_001286445.3	-	24677515	24801125	RIPOR2	NM_001286445.3	RIPOR2
chr6	24704414	24742337	NM_001286447.2	-	24705774	24740858	RIPOR2	NM_001286447.2	RIPOR2
chr6	24704414	24742337	NM_015864.5	-	24704664	24740858	RIPOR2	NM_015864.5	RIPOR2
chr6	24704414	24907349	NM_001286446.3	-	24705774	24907108	RIPOR2	NM_001286446.3	RIPOR2
chr6	25145129	25486328	NM_001173977.2	+	25145550	25485390	CARMIL1	NM_001173977.2	CARMIL1
chr6	25145129	25486328	NM_017640.6	+	25145550	25485390	CARMIL1	NM_017640.6	CARMIL1
chr6	25518024	25567550	NM_006998.4	+	25518213	25567101	SCGN	NM_006998.4	SCGN
chr6	25591840	25592340	NM_170745.3	-	25591909	25592305	H2AC1	NM_170745.3	H2AC1
chr6	25592554	25593123	NM_170610.3	+	25592686	25593070	H2BC1	NM_170610.3	H2BC1
chr6	25620475	25646960	NM_001286121.1	+	25634826	25644973	SLC17A4	NM_001286121.1	SLC17A4
chr6	25620518	25646984	NM_005495.3	+	25627733	25644973	SLC17A4	NM_005495.3	SLC17A4
chr6	25648689	25697845	NM_005074.5	-	25664570	25696350	SLC17A1	NM_005074.5	SLC17A1
chr6	25710671	25740056	NM_001098486.2	-	25711196	25734202	SLC17A3	NM_001098486.2	SLC17A3
chr6	25710671	25740056	NM_006632.4	-	25711196	25734202	SLC17A3	NM_006632.4	SLC17A3
chr6	25778572	25791737	NM_001286125.2	-	25779262	25791654	SLC17A2	NM_001286125.2	SLC17A2
chr6	25778572	25796549	NM_001286123.3	-	25779135	25791654	SLC17A2	NM_001286123.3	SLC17A2
chr6	25778572	25796549	NM_005835.4	-	25779113	25791654	SLC17A2	NM_005835.4	SLC17A2
chr6	25828704	25857166	NM_006355.5	+	25832448	25849610	TRIM38	NM_006355.5	TRIM38
chr6	25882971	25883727	NM_005325.4	-	25883024	25883672	H1-1	NM_005325.4	H1-1
chr6	25886389	25886897	NM_003529.3	+	25886428	25886839	H3C1	NM_003529.3	H3C1
chr6	25887587	25887989	NM_003538.4	+	25887617	25887929	H4C1	NM_003538.4	H4C1
chr6	25892831	25893219	NM_003544.3	-	25892876	25893188	H4C2	NM_003544.3	H4C2
chr6	25897544	25898055	NM_003537.4	-	25897605	25898016	H3C2	NM_003537.4	H3C2
chr6	25899047	25899577	NM_003513.3	-	25899131	25899524	H2AC4	NM_003513.3	H2AC4
chr6	25911390	25911877	NM_021062.3	-	25911440	25911821	H2BC3	NM_021062.3	H2BC3
chr6	25913547	25914033	NM_003531.3	+	25913574	25913985	H3C3	NM_003531.3	H3C3
chr6	25923904	25924635	NM_005319.4	-	25923951	25924593	H1-2	NM_005319.4	H1-2
chr6	25955570	25966491	NM_000410.4	+	25955582	25962372	HFE	NM_000410.4	HFE
chr6	25955570	25966491	NM_001300749.3	+	25955582	25962557	HFE	NM_001300749.3	HFE
chr6	25955570	25966491	NM_001384164.1	+	25955582	25962557	HFE	NM_001384164.1	HFE
chr6	25955570	25966491	NM_001406751.1	+	25955582	25962372	HFE	NM_001406751.1	HFE
chr6	25955570	25966491	NM_001406752.1	+	25955582	25962557	HFE	NM_001406752.1	HFE
chr6	25955570	25966491	NM_139003.3	+	25955582	25962372	HFE	NM_139003.3	HFE
chr6	25955570	25966491	NM_139004.3	+	25955582	25962372	HFE	NM_139004.3	HFE
chr6	25955570	25966491	NM_139006.3	+	25955582	25962372	HFE	NM_139006.3	HFE
chr6	25955570	25966491	NM_139007.3	+	25955582	25962372	HFE	NM_139007.3	HFE
chr6	25955570	25966491	NM_139008.3	+	25955582	25962372	HFE	NM_139008.3	HFE
chr6	25955570	25966491	NM_139009.3	+	25955582	25962372	HFE	NM_139009.3	HFE
chr6	25955570	25966491	NM_139010.3	+	25955582	25962372	HFE	NM_139010.3	HFE
chr6	25955570	25966491	NM_139011.3	+	25955582	25962372	HFE	NM_139011.3	HFE
chr6	25972080	25972485	NM_003542.4	+	25972095	25972407	H4C3	NM_003542.4	H4C3
chr6	25975559	25976283	NM_005323.4	-	25975617	25976241	H1-6	NM_005323.4	H1-6
chr6	25981317	25992074	NM_001381989.1	-	25991671	25992052	H2BC4	NM_001381989.1	H2BC4
chr6	25991614	25992074	NM_003526.3	-	25991671	25992052	H2BC4	NM_003526.3	H2BC4
chr6	25992319	25992838	NM_003512.4	+	25992380	25992773	H2AC6	NM_003512.4	H2AC6
chr6	26024464	26025251	NM_005321.3	+	26024526	26025186	H1-4	NM_005321.3	H1-4
chr6	26026256	26039486	NM_138720.2	+	26026305	26026686	H2BC5	NM_138720.2	H2BC5
chr6	26026257	26026743	NM_021063.4	+	26026305	26026686	H2BC5	NM_021063.4	H2BC5
chr6	26051895	26052365	NM_003523.3	+	26051930	26052311	H2BC6	NM_003523.3	H2BC6
chr6	26057170	26057573	NM_003539.4	-	26057225	26057537	H4C4	NM_003539.4	H4C4
chr6	26065244	26065747	NM_001376937.1	-	26065300	26065711	H3C4	NM_001376937.1	H3C4
chr6	26065244	26067759	NM_003530.4	-	26065300	26065711	H3C4	NM_003530.4	H3C4
chr6	26067249	26067759	NM_021065.3	-	26067316	26067709	H2AC7	NM_021065.3	H2AC7
chr6	26067981	26068454	NM_003522.4	+	26068024	26068405	H2BC7	NM_003522.4	H2BC7
chr6	26073073	26073485	NM_003545.4	+	26073108	26073420	H4C5	NM_003545.4	H4C5
chr6	26084676	26085165	NM_003518.4	-	26084739	26085120	H2BC8	NM_003518.4	H2BC8
chr6	26085397	26085914	NM_021052.4	+	26085451	26085844	H2AC8	NM_021052.4	H2AC8
chr6	26092649	26095946	NM_001381999.1	+	26093627	26094038	H3C6	NM_001381999.1	H3C6
chr6	26093607	26094089	NM_003532.3	+	26093627	26094038	H3C6	NM_003532.3	H3C6
chr6	26102676	26103452	NM_005320.3	-	26102732	26103398	H1-3	NM_005320.3	H1-3
chr6	26108858	26109259	NM_003540.4	+	26108891	26109203	H4C6	NM_003540.4	H4C6
chr6	26115082	26115468	NM_003547.3	-	26115152	26115449	H4C7	NM_003547.3	H4C7
chr6	26118612	26119106	NM_021018.3	-	26118665	26119076	H3C7	NM_021018.3	H3C7
chr6	26120084	26120546	NM_003524.3	+	26120121	26120502	H2BC9	NM_003524.3	H2BC9
chr6	26139376	26139872	NM_003534.3	-	26139432	26139843	H3C8	NM_003534.3	H3C8
chr6	26141390	26141872	NM_003525.3	+	26141435	26141816	H2BC10	NM_003525.3	H2BC10
chr6	26153492	26153901	NM_003543.4	-	26153554	26153866	H4C8	NM_003543.4	H4C8
chr6	26233573	26246684	NM_001197247.3	+	26236556	26242739	BTN3A2	NM_001197247.3	BTN3A2
chr6	26233573	26246684	NM_001197248.3	+	26233712	26242739	BTN3A2	NM_001197248.3	BTN3A2
chr6	26233573	26246684	NM_001197249.3	+	26236979	26242739	BTN3A2	NM_001197249.3	BTN3A2
chr6	26233573	26246684	NM_007047.5	+	26236556	26242739	BTN3A2	NM_007047.5	BTN3A2
chr6	26236551	26246692	NM_001197246.2	+	26236556	26242739	BTN3A2	NM_001197246.2	BTN3A2
chr6	26251471	26263238	NM_001197237.2	+	26252185	26261331	BTN2A2	NM_001197237.2	BTN2A2
chr6	26251471	26263238	NM_001197238.2	+	26252185	26262693	BTN2A2	NM_001197238.2	BTN2A2
chr6	26251471	26263238	NM_001197239.2	+	26252185	26261331	BTN2A2	NM_001197239.2	BTN2A2
chr6	26251471	26263238	NM_001197240.2	+	26252185	26260659	BTN2A2	NM_001197240.2	BTN2A2
chr6	26251471	26263238	NM_006995.5	+	26252185	26261331	BTN2A2	NM_006995.5	BTN2A2
chr6	26251471	26263238	NM_181531.3	+	26252185	26261331	BTN2A2	NM_181531.3	BTN2A2
chr6	26270638	26283572	NM_001145008.2	+	26273927	26282056	BTN3A1	NM_001145008.2	BTN3A1
chr6	26270638	26283572	NM_001145009.2	+	26273927	26280894	BTN3A1	NM_001145009.2	BTN3A1
chr6	26270638	26283572	NM_007048.6	+	26273927	26282056	BTN3A1	NM_007048.6	BTN3A1
chr6	26270638	26283572	NM_194441.3	+	26273927	26281109	BTN3A1	NM_194441.3	BTN3A1
chr6	26308866	26321780	NM_001242803.2	+	26312362	26320776	BTN3A3	NM_001242803.2	BTN3A3
chr6	26308866	26321780	NM_006994.5	+	26311939	26320776	BTN3A3	NM_006994.5	BTN3A3
chr6	26308866	26321780	NM_197974.3	+	26312362	26320776	BTN3A3	NM_197974.3	BTN3A3
chr6	26326319	26338021	NM_001197233.3	+	26327946	26336933	BTN2A1	NM_001197233.3	BTN2A1
chr6	26326319	26338021	NM_007049.5	+	26327001	26336933	BTN2A1	NM_007049.5	BTN2A1
chr6	26326319	26338021	NM_078476.4	+	26327001	26336125	BTN2A1	NM_078476.4	BTN2A1
chr6	26326319	26345007	NM_001197234.3	+	26327001	26344517	BTN2A1	NM_001197234.3	BTN2A1
chr6	26368709	26378831	NM_001732.3	+	26369693	26377580	BTN1A1	NM_001732.3	BTN1A1
chr6	26406760	26415326	NM_006353.3	+	26413599	26413872	HMGN4	NM_006353.3	HMGN4
chr6	26465387	26469174	NM_013375.4	+	26465417	26467080	ABT1	NM_013375.4	ABT1
chr6	26502802	26528154	NM_001242797.2	-	26505763	26506972	ZNF322	NM_001242797.2	ZNF322
chr6	26502802	26528154	NM_001242798.2	-	26505763	26506972	ZNF322	NM_001242798.2	ZNF322
chr6	26502802	26528154	NM_001242799.2	-	26505763	26506972	ZNF322	NM_001242799.2	ZNF322
chr6	26502802	26528154	NM_024639.5	-	26505763	26506972	ZNF322	NM_024639.5	ZNF322
chr6	27001130	27001610	NM_021058.4	-	27001184	27001565	H2BC11	NM_021058.4	H2BC11
chr6	27001857	27002350	NM_021064.5	+	27001886	27002279	H2AC11	NM_021064.5	H2AC11
chr6	27007107	27015674	NM_080593.2	-	27015233	27015614	H2BC12	NM_080593.2	H2BC12
chr6	27008096	27008493	NM_003495.3	+	27008123	27008435	H4C9	NM_003495.3	H4C9
chr6	27015176	27015671	NM_001312653.2	-	27015233	27015614	H2BC12	NM_001312653.2	H2BC12
chr6	27015921	27016378	NM_080596.3	+	27015944	27016331	H2AC12	NM_080596.3	H2AC12
chr6	27116533	27125453	NM_005865.4	+	27116570	27124148	PRSS16	NM_005865.4	PRSS16
chr6	27177484	27181380	NM_033482.4	-	27178169	27181277	POM121L2	NM_033482.4	POM121L2
chr6	27243772	27273038	NM_001322288.2	+	27269499	27270576	ZNF391	NM_001322288.2	ZNF391
chr6	27257864	27273038	NM_001076781.3	+	27269499	27270576	ZNF391	NM_001076781.3	ZNF391
chr6	27257864	27273038	NM_001322289.2	+	27269499	27270576	ZNF391	NM_001322289.2	ZNF391
chr6	27257864	27273038	NM_001322293.2	+	27269499	27270576	ZNF391	NM_001322293.2	ZNF391
chr6	27319902	27342237	NM_001318891.2	-	27320458	27341426	ZNF184	NM_001318891.2	ZNF184
chr6	27319902	27342237	NM_001318892.2	-	27320458	27341426	ZNF184	NM_001318892.2	ZNF184
chr6	27319902	27342237	NM_001318893.2	-	27320458	27326007	ZNF184	NM_001318893.2	ZNF184
chr6	27319902	27342237	NM_001347832.2	-	27320458	27326007	ZNF184	NM_001347832.2	ZNF184
chr6	27319902	27342237	NM_007149.3	-	27320458	27341426	ZNF184	NM_007149.3	ZNF184
chr6	27677152	27677603	NM_003519.4	-	27677199	27677580	H2BC13	NM_003519.4	H2BC13
chr6	27677846	27678341	NM_003509.3	+	27677883	27678276	H2AC13	NM_003509.3	H2AC13
chr6	27679724	27680210	NM_003536.3	+	27679747	27680158	H3C10	NM_003536.3	H3C10
chr6	27683975	27684451	NM_021066.3	-	27684027	27684414	H2AC14	NM_021066.3	H2AC14
chr6	27684695	27685163	NM_003521.3	+	27684717	27685098	H2BC14	NM_003521.3	H2BC14
chr6	27693764	27694153	NM_021968.4	+	27693797	27694109	H4C11	NM_021968.4	H4C11
chr6	27700846	27701233	NM_003541.3	-	27700888	27701200	H4C12	NM_003541.3	H4C12
chr6	27707552	27708048	NM_003510.3	-	27707619	27708012	H2AC15	NM_003510.3	H2AC15
chr6	27708241	27708783	NM_003520.4	+	27708334	27708715	H2BC15	NM_003520.4	H2BC15
chr6	27734987	27735469	NM_003511.3	+	27735025	27735418	H2AC16	NM_003511.3	H2AC16
chr6	27736462	27737259	NM_005322.3	-	27736519	27737200	H1-5	NM_005322.3	H1-5
chr6	27741515	27742017	NM_003533.3	-	27741575	27741986	H3C11	NM_003533.3	H3C11
chr6	27742818	27743205	NM_003546.3	-	27742869	27743181	H4C13	NM_003546.3	H4C13
chr6	27759965	27760477	NM_003535.3	-	27760032	27760443	H3C12	NM_003535.3	H3C12
chr6	27762349	27762836	NM_003514.2	-	27762407	27762800	H2AC17	NM_003514.2	H2AC17
chr6	27763075	27763542	NM_003527.4	+	27763113	27763494	H2BC17	NM_003527.4	H2BC17
chr6	27780834	27782046	NM_033057.2	-	27780895	27781969	OR2B2	NM_033057.2	OR2B2
chr6	27826891	27827833	NM_012367.1	+	27826891	27827833	OR2B6	NM_012367.1	OR2B6
chr6	27950299	27959582	NM_001376494.1	+	27958607	27959489	ZNF165	NM_001376494.1	ZNF165
chr6	27950586	27959582	NM_001376491.1	+	27955499	27959489	ZNF165	NM_001376491.1	ZNF165
chr6	27950586	27959582	NM_001376492.1	+	27955499	27959489	ZNF165	NM_001376492.1	ZNF165
chr6	27950586	27959582	NM_001376493.1	+	27955499	27959489	ZNF165	NM_001376493.1	ZNF165
chr6	27950586	27959582	NM_003447.4	+	27955499	27959489	ZNF165	NM_003447.4	ZNF165
chr6	27994628	27997597	NM_001320558.2	+	27995468	27996966	ZSCAN16	NM_001320558.2	ZSCAN16
chr6	27994628	28000107	NM_001320555.2	+	27995468	27999975	ZSCAN16	NM_001320555.2	ZSCAN16
chr6	27994628	28000107	NM_001320556.2	+	27995468	27999975	ZSCAN16	NM_001320556.2	ZSCAN16
chr6	27994628	28000107	NM_001320557.2	+	27995468	27999458	ZSCAN16	NM_001320557.2	ZSCAN16
chr6	27994628	28000107	NM_025231.3	+	27995468	27999975	ZSCAN16	NM_025231.3	ZSCAN16
chr6	28011904	28029482	NM_001278119.2	+	28018429	28024039	ZKSCAN8	NM_001278119.2	ZKSCAN8
chr6	28011904	28029482	NM_001278122.2	+	28021868	28024039	ZKSCAN8	NM_001278122.2	ZKSCAN8
chr6	28011904	28029482	NM_006298.4	+	28018429	28024039	ZKSCAN8	NM_006298.4	ZKSCAN8
chr6	28012232	28029482	NM_001278121.2	+	28021868	28024039	ZKSCAN8	NM_001278121.2	ZKSCAN8
chr6	28096975	28100992	NM_001410841.1	+	28098820	28099791	ZSCAN9	NM_001410841.1	ZSCAN9
chr6	28097010	28105223	NM_001199479.2	+	28098820	28104914	ZSCAN9	NM_001199479.2	ZSCAN9
chr6	28097010	28105223	NM_001199480.2	+	28098820	28104914	ZSCAN9	NM_001199480.2	ZSCAN9
chr6	28097010	28105223	NM_006299.5	+	28098820	28104914	ZSCAN9	NM_006299.5	ZSCAN9
chr6	28113434	28124005	NM_019110.5	-	28116853	28123716	ZKSCAN4	NM_019110.5	ZKSCAN4
chr6	28113434	28130940	NM_001304506.2	-	28116853	28121524	ZKSCAN4	NM_001304506.2	ZKSCAN4
chr6	28131025	28132687	NM_001007531.3	+	28131100	28132309	NKAPL	NM_001007531.3	NKAPL
chr6	28138884	28149946	NM_001023560.4	+	28143660	28148838	ZSCAN26	NM_001023560.4	ZSCAN26
chr6	28138884	28149946	NM_001111039.3	+	28143660	28148838	ZSCAN26	NM_001111039.3	ZSCAN26
chr6	28138884	28149946	NM_001287421.2	+	28143660	28148838	ZSCAN26	NM_001287421.2	ZSCAN26
chr6	28138884	28149946	NM_001287422.2	+	28148025	28148838	ZSCAN26	NM_001287422.2	ZSCAN26
chr6	28138884	28149946	NM_152736.6	+	28143660	28148838	ZSCAN26	NM_152736.6	ZSCAN26
chr6	28153312	28174278	NM_001184743.2	+	28155554	28174013	PGBD1	NM_001184743.2	PGBD1
chr6	28153312	28174278	NM_001386059.1	+	28155554	28174013	PGBD1	NM_001386059.1	PGBD1
chr6	28153312	28174278	NM_032507.4	+	28155554	28174013	PGBD1	NM_032507.4	PGBD1
chr6	28196484	28207885	NM_001135216.1	-	28197917	28201435	ZSCAN31	NM_001135216.1	ZSCAN31
chr6	28196484	28207885	NM_001243243.1	-	28197917	28199189	ZSCAN31	NM_001243243.1	ZSCAN31
chr6	28196484	28207899	NM_030899.5	-	28197917	28201435	ZSCAN31	NM_030899.5	ZSCAN31
chr6	28196484	28208126	NM_001243241.1	-	28197917	28201435	ZSCAN31	NM_001243241.1	ZSCAN31
chr6	28196484	28208126	NM_001243242.1	-	28197917	28199189	ZSCAN31	NM_001243242.1	ZSCAN31
chr6	28196484	28208126	NM_001243244.1	-	28197917	28199189	ZSCAN31	NM_001243244.1	ZSCAN31
chr6	28196484	28225781	NM_145909.3	-	28197917	28201435	ZSCAN31	NM_145909.3	ZSCAN31
chr6	28196484	28227848	NM_001135215.1	-	28197917	28201435	ZSCAN31	NM_001135215.1	ZSCAN31
chr6	28221512	28240735	NM_001242894.2	+	28231160	28237856	ZKSCAN3	NM_001242894.2	ZKSCAN3
chr6	28221512	28240735	NM_001242895.2	+	28232936	28237856	ZKSCAN3	NM_001242895.2	ZKSCAN3
chr6	28221512	28240735	NM_024493.4	+	28231160	28237856	ZKSCAN3	NM_024493.4	ZKSCAN3
chr6	28256183	28270213	NM_001368124.1	-	28261896	28269852	ZSCAN12	NM_001368124.1	ZSCAN12
chr6	28256183	28271202	NM_001163391.2	-	28261896	28269852	ZSCAN12	NM_001163391.2	ZSCAN12
chr6	28304100	28314932	NM_001012455.2	-	28305909	28307711	ZSCAN23	NM_001012455.2	ZSCAN23
chr6	28374720	28387222	NM_182701.1	-	28375718	28387172	GPX6	NM_182701.1	GPX6
chr6	28397309	28406348	NM_001509.3	+	28397442	28405560	GPX5	NM_001509.3	GPX5
chr6	28397440	28406344	NM_003996.3	+	28397442	28403775	GPX5	NM_003996.3	GPX5
chr6	28441913	28458672	NM_052923.2	-	28443289	28458091	SCAND3	NM_052923.2	SCAND3
chr6	28441913	28487574	NM_001329616.2	-	28443289	28450766	SCAND3	NM_001329616.2	SCAND3
chr6	28777793	28798769	NM_006510.5	-	28778861	28798416	TRIM27	NM_006510.5	TRIM27
chr6	28869593	28880017	NM_001382360.1	-	28869806	28878761	ZNF311	NM_001382360.1	ZNF311
chr6	28869593	28880314	NM_001010877.5	-	28869806	28878761	ZNF311	NM_001010877.5	ZNF311
chr6	28869593	28880314	NM_001350637.4	-	28869806	28874777	ZNF311	NM_001350637.4	ZNF311
chr6	28918913	28919876	NM_030903.3	-	28918913	28919876	OR2W1	NM_030903.3	OR2W1
chr6	28960930	28962036	NM_001005226.2	-	28961029	28961971	OR2B3	NM_001005226.2	OR2B3
chr6	28974212	28977431	NM_001348294.2	+	28975672	28976611	OR2J1	NM_001348294.2	OR2J1
chr6	28982785	28989492	NM_001005216.4	+	28986614	28987550	OR2J3	NM_001005216.4	OR2J3
chr6	29045635	29050536	NM_030905.3	+	29048364	29049303	OR2J2	NM_030905.3	OR2J2
chr6	29176464	29187793	NM_030946.2	+	29181464	29182430	OR14J1	NM_030946.2	OR14J1
chr6	29228524	29243652	NM_030876.6	-	29230005	29230971	OR5V1	NM_030876.6	OR5V1
chr6	29248210	29250079	NM_030959.3	-	29249124	29250075	OR12D3	NM_030959.3	OR12D3
chr6	29270420	29272655	NM_013936.4	+	29271346	29272270	OR12D2	NM_013936.4	OR12D2
chr6	29300159	29303122	NM_001394829.1	-	29301349	29302297	OR11A1	NM_001394829.1	OR11A1
chr6	29300159	29306728	NM_013937.4	-	29301349	29302297	OR11A1	NM_013937.4	OR11A1
chr6	29300159	29331729	NM_001394828.1	-	29301349	29302297	OR11A1	NM_001394828.1	OR11A1
chr6	29313961	29315633	NM_013941.4	+	29314671	29315610	OR10C1	NM_013941.4	OR10C1
chr6	29331812	29338986	NM_001318014.2	+	29336427	29337378	OR2H1	NM_001318014.2	OR2H1
chr6	29331812	29338986	NM_001318022.2	+	29336427	29337378	OR2H1	NM_001318022.2	OR2H1
chr6	29331812	29338986	NM_030883.5	+	29336427	29337378	OR2H1	NM_030883.5	OR2H1
chr6	29361353	29362613	NM_052967.2	-	29361422	29362559	MAS1L	NM_052967.2	MAS1L
chr6	29425068	29432457	NM_001396058.1	+	29425513	29428850	OR2I1P	NM_001396058.1	OR2I1P
chr6	29430198	29434416	NM_006398.4	-	29430563	29434385	UBD	NM_006398.4	UBD
chr6	29459800	29465179	NM_007160.4	+	29462623	29463562	OR2H2	NM_007160.4	OR2H2
chr6	29476948	29502717	NM_021903.3	-	29478253	29502495	GABBR1	NM_021903.3	GABBR1
chr6	29476948	29507887	NM_001319053.2	-	29478253	29502315	GABBR1	NM_001319053.2	GABBR1
chr6	29476948	29507887	NM_001470.4	-	29478253	29507089	GABBR1	NM_001470.4	GABBR1
chr6	29476948	29507887	NM_021904.4	-	29478253	29507089	GABBR1	NM_021904.4	GABBR1
chr6	29531787	29547063	NM_001008228.3	+	29531905	29545875	MOG	NM_001008228.3	MOG
chr6	29531787	29547063	NM_001008229.3	+	29531905	29546140	MOG	NM_001008229.3	MOG
chr6	29531787	29547063	NM_001170418.2	+	29531905	29545875	MOG	NM_001170418.2	MOG
chr6	29531787	29547063	NM_001363610.2	+	29531905	29545569	MOG	NM_001363610.2	MOG
chr6	29531787	29547063	NM_002433.5	+	29531905	29546140	MOG	NM_002433.5	MOG
chr6	29531787	29547063	NM_206809.4	+	29531905	29545875	MOG	NM_206809.4	MOG
chr6	29531787	29547063	NM_206810.4	+	29531905	29546140	MOG	NM_206810.4	MOG
chr6	29531787	29547063	NM_206811.4	+	29531905	29546140	MOG	NM_206811.4	MOG
chr6	29531787	29547063	NM_206812.4	+	29531905	29545875	MOG	NM_206812.4	MOG
chr6	29531787	29547063	NM_206814.6	+	29531905	29545875	MOG	NM_206814.6	MOG
chr6	29547089	29555881	NM_001366333.2	-	29547197	29550671	ZFP57	NM_001366333.2	ZFP57
chr6	29547180	29555881	NM_001109809.5	-	29547197	29551728	ZFP57	NM_001109809.5	ZFP57
chr6	29595528	29598620	NM_001098478.2	+	29595558	29598503	HLA-F	NM_001098478.2	HLA-F
chr6	29595528	29598620	NM_018950.3	+	29595558	29598503	HLA-F	NM_018950.3	HLA-F
chr6	29595528	29599388	NM_001098479.2	+	29595558	29599267	HLA-F	NM_001098479.2	HLA-F
chr6	29698274	29702836	NM_001384280.1	+	29698839	29702183	HLA-G	NM_001384280.1	HLA-G
chr6	29698767	29702836	NM_001363567.2	+	29698839	29702183	HLA-G	NM_001363567.2	HLA-G
chr6	29698767	29702836	NM_002127.6	+	29699645	29702183	HLA-G	NM_002127.6	HLA-G
chr6	29699625	29702836	NM_001384290.1	+	29699645	29702183	HLA-G	NM_001384290.1	HLA-G
chr6	29806458	29809798	NM_002116.8	+	29806480	29809383	HLA-A	NM_002116.8	HLA-A
chr6	29925544	29929181	NM_001278785.2	+	29925804	29928971	POLR1H	NM_001278785.2	POLR1H
chr6	29925544	29929181	NM_001278786.2	+	29925804	29928971	POLR1H	NM_001278786.2	POLR1H
chr6	29925544	29929181	NM_014596.6	+	29925804	29928971	POLR1H	NM_014596.6	POLR1H
chr6	29925544	29929181	NM_170783.4	+	29925804	29928971	POLR1H	NM_170783.4	POLR1H
chr6	29931471	29934607	NM_021959.3	+	29931684	29933580	PPP1R11	NM_021959.3	PPP1R11
chr6	29934543	29940043	NM_025236.4	-	29935384	29939859	RNF39	NM_025236.4	RNF39
chr6	29934543	29940043	NM_170769.3	-	29935384	29939859	RNF39	NM_170769.3	RNF39
