# AUTOGEN TABLE - DO NOT EDIT
# notebooks/plotting/main_fig1/plot-qv-estimates.ipynb|20241206T1049
sample	sequence	merqury_error_kmer	merqury_total_kmer	merqury_qv_est	merqury_error_rate	asm_unit	assembler	seq_length	variant_adj_length	variant_num_errors	variant_qv_est	assembly
HG00096	h1tg000189l#1-22902	3	22882	52.0456	6.2436e-06	hap1	hifiasm	22902	22902	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000190l#1-48306	0	48286	99.0	0.0	hap1	hifiasm	48306	48306	4	41.0	HG00096.hsm-ps-sseq
HG00096	h1tg000191l#1-24966	28	24946	42.7183	5.34774e-05	hap1	hifiasm	24966	24966	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000192l#1-23826	0	23806	99.0	0.0	hap1	hifiasm	23826	23826	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000193l#1-13091	11	13071	43.9696	4.00902e-05	hap1	hifiasm	13091	13091	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000194l#1-19211	0	19191	99.0	0.0	hap1	hifiasm	19211	19211	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000195l#1-21957	0	21937	99.0	0.0	hap1	hifiasm	21957	21957	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000196l#1-40453	0	40433	99.0	0.0	hap1	hifiasm	40453	40453	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000197l#1-36968	0	36948	99.0	0.0	hap1	hifiasm	36968	36968	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000198l#1-24068	0	24048	99.0	0.0	hap1	hifiasm	24068	24068	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000199l#1-23960	11	23940	46.5986	2.18849e-05	hap1	hifiasm	23960	23960	6	36.0	HG00096.hsm-ps-sseq
HG00096	h1tg000200l#1-15521	0	15501	99.0	0.0	hap1	hifiasm	15521	15521	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000201l#1-25678	0	25658	99.0	0.0	hap1	hifiasm	25678	25678	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000202l#1-24249	11	24229	46.6507	2.16238e-05	hap1	hifiasm	24249	24249	11	33.0	HG00096.hsm-ps-sseq
HG00096	h1tg000203l#1-95261	0	95241	99.0	0.0	hap1	hifiasm	95261	95261	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000204l#1-56536	144	56516	39.155	0.000121478	hap1	hifiasm	56536	56536	4	42.0	HG00096.hsm-ps-sseq
HG00096	h1tg000205l#1-31879	0	31859	99.0	0.0	hap1	hifiasm	31879	31879	1	45.0	HG00096.hsm-ps-sseq
HG00096	h1tg000206l#1-33914	9	33894	48.9804	1.26461e-05	hap1	hifiasm	33914	33914	3	41.0	HG00096.hsm-ps-sseq
HG00096	h1tg000207l#1-17312	0	17292	99.0	0.0	hap1	hifiasm	17312	17312	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000208l#1-22827	3	22807	52.0314	6.26413e-06	hap1	hifiasm	22827	22827	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000209l#1-25771	0	25751	99.0	0.0	hap1	hifiasm	25771	25771	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000210l#1-50636	11	50616	49.8507	1.03498e-05	hap1	hifiasm	50636	50636	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000212l#1-25676	0	25656	99.0	0.0	hap1	hifiasm	25676	25676	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000213l#1-12813	0	12793	99.0	0.0	hap1	hifiasm	12813	12813	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000214l#1-63663	146	63643	39.6114	0.00010936	hap1	hifiasm	63663	63663	14	37.0	HG00096.hsm-ps-sseq
HG00096	h1tg000215l#1-22417	0	22397	99.0	0.0	hap1	hifiasm	22417	22417	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000216l#1-10944	0	10924	99.0	0.0	hap1	hifiasm	10944	10944	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000217l#1-26241	0	26221	99.0	0.0	hap1	hifiasm	26241	26241	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000218l#1-25647	0	25627	99.0	0.0	hap1	hifiasm	25647	25647	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000219l#1-30200	0	30180	99.0	0.0	hap1	hifiasm	30200	30200	1	45.0	HG00096.hsm-ps-sseq
HG00096	h1tg000220l#1-32231	0	32211	99.0	0.0	hap1	hifiasm	32231	32231	9	36.0	HG00096.hsm-ps-sseq
HG00096	h1tg000221l#1-8550	0	8530	99.0	0.0	hap1	hifiasm	8550	8550	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000222l#1-10809	0	10789	99.0	0.0	hap1	hifiasm	10809	10809	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000223l#1-16688	0	16668	99.0	0.0	hap1	hifiasm	16688	16688	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000224l#1-27324	0	27304	99.0	0.0	hap1	hifiasm	27324	27324	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000225l#1-38652	0	38632	99.0	0.0	hap1	hifiasm	38652	38652	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000226l#1-30687	0	30667	99.0	0.0	hap1	hifiasm	30687	30687	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000227l#1-26111	0	26091	99.0	0.0	hap1	hifiasm	26111	26111	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000229l#1-23687	0	23667	99.0	0.0	hap1	hifiasm	23687	23687	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000230l#1-15467	0	15447	99.0	0.0	hap1	hifiasm	15467	15467	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000231l#1-11722	0	11702	99.0	0.0	hap1	hifiasm	11722	11722	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000232l#1-21523	0	21503	99.0	0.0	hap1	hifiasm	21523	21523	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000233l#1-26177	0	26157	99.0	0.0	hap1	hifiasm	26177	26177	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000234l#1-18258	0	18238	99.0	0.0	hap1	hifiasm	18258	18258	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000236l#1-21451	0	21431	99.0	0.0	hap1	hifiasm	21451	21451	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000237l#1-23149	0	23129	99.0	0.0	hap1	hifiasm	23149	23149	2	41.0	HG00096.hsm-ps-sseq
HG00096	h1tg000238l#1-14022	0	14002	99.0	0.0	hap1	hifiasm	14022	14022	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000239l#1-10911	0	10891	99.0	0.0	hap1	hifiasm	10911	10911	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000240l#1-24228	0	24208	99.0	0.0	hap1	hifiasm	24228	24228	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000241l#1-16226	0	16206	99.0	0.0	hap1	hifiasm	16226	16226	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000242l#1-16174	0	16154	99.0	0.0	hap1	hifiasm	16174	16174	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000243l#1-21452	0	21432	99.0	0.0	hap1	hifiasm	21452	21452	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000244l#1-17935	0	17915	99.0	0.0	hap1	hifiasm	17935	17935	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000245l#1-23265	0	23245	99.0	0.0	hap1	hifiasm	23265	23265	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000246l#1-39626	0	39606	99.0	0.0	hap1	hifiasm	39626	39626	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000247l#1-25504	0	25484	99.0	0.0	hap1	hifiasm	25504	25504	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000248l#1-24382	0	24362	99.0	0.0	hap1	hifiasm	24382	24382	2	41.0	HG00096.hsm-ps-sseq
HG00096	h1tg000249l#1-19369	20	19349	43.0763	4.92454e-05	hap1	hifiasm	19369	19369	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000250l#1-19325	21	19305	42.8544	5.18269e-05	hap1	hifiasm	19325	19325	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000251l#1-29101	0	29081	99.0	0.0	hap1	hifiasm	29101	29101	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000252l#1-25726	0	25706	99.0	0.0	hap1	hifiasm	25726	25726	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000253l#1-14698	0	14678	99.0	0.0	hap1	hifiasm	14698	14698	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000254l#1-10238	0	10218	99.0	0.0	hap1	hifiasm	10238	10238	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000255l#1-17342	0	17322	99.0	0.0	hap1	hifiasm	17342	17342	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000256l#1-27295	0	27275	99.0	0.0	hap1	hifiasm	27295	27295	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000257l#1-17974	0	17954	99.0	0.0	hap1	hifiasm	17974	17974	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000258l#1-14765	0	14745	99.0	0.0	hap1	hifiasm	14765	14765	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000259l#1-29555	0	29535	99.0	0.0	hap1	hifiasm	29555	29555	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000260l#1-27885	0	27865	99.0	0.0	hap1	hifiasm	27885	27885	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000261l#1-12249	124	12229	33.1408	0.000485196	hap1	hifiasm	12249	12249	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000262l#1-24559	0	24539	99.0	0.0	hap1	hifiasm	24559	24559	0	99.0	HG00096.hsm-ps-sseq
HG00096	h1tg000263l#1-10817	0	10797	99.0	0.0	hap1	hifiasm	10817	10817	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000001l#1-77672848	1831	77672828	59.498	1.12255e-06	hap2	hifiasm	77672848	77672848	578	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000002l#1-89604309	2806	89604289	58.2645	1.49123e-06	hap2	hifiasm	89604309	89604309	539	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000003l#1-131772878	2815	131772858	59.9256	1.01727e-06	hap2	hifiasm	131772878	131772878	710	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000004l#1-29014379	3045	29014359	53.0122	4.99778e-06	hap2	hifiasm	29014379	29014379	247	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000005l#1-134886476	4121	134886456	58.3718	1.45486e-06	hap2	hifiasm	134886476	134886476	641	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000006l#1-200438955	4647	200438935	59.5702	1.10402e-06	hap2	hifiasm	200438955	200438955	862	54.0	HG00096.hsm-ps-sseq
HG00096	h2tg000007l#1-34694657	1023	34694637	58.526	1.40411e-06	hap2	hifiasm	34694657	34694657	169	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000008l#1-111184456	2602	111184436	59.5295	1.11442e-06	hap2	hifiasm	111184456	111184456	421	54.0	HG00096.hsm-ps-sseq
HG00096	h2tg000009l#1-91791012	2773	91790992	58.4206	1.43859e-06	hap2	hifiasm	91791012	91791012	653	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000010l#1-97302326	2381	97302306	59.3358	1.16526e-06	hap2	hifiasm	97302326	97302326	472	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000011l#1-64291528	1323	64291508	60.0881	9.79921e-07	hap2	hifiasm	64291528	64291528	479	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000012l#1-126162266	3487	126162246	58.8069	1.31616e-06	hap2	hifiasm	126162266	126162266	810	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000013l#1-59979433	2073	59979413	57.8362	1.64583e-06	hap2	hifiasm	59979433	59979433	406	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000014l#1-2893630	1543	2893610	45.9518	2.5399e-05	hap2	hifiasm	2893630	2893630	13	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000015l#1-61799333	1663	61799313	58.9231	1.28143e-06	hap2	hifiasm	61799333	61799333	259	54.0	HG00096.hsm-ps-sseq
HG00096	h2tg000016l#1-30382827	1652	30382807	55.8683	2.58925e-06	hap2	hifiasm	30382827	30382827	59	57.0	HG00096.hsm-ps-sseq
HG00096	h2tg000017l#1-12747874	597	12747854	56.5167	2.23012e-06	hap2	hifiasm	12747874	12747874	141	50.0	HG00096.hsm-ps-sseq
HG00096	h2tg000018l#1-34905888	1133	34905868	58.1088	1.54568e-06	hap2	hifiasm	34905888	34905888	222	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000019l#1-60992559	693	60992539	62.6676	5.41053e-07	hap2	hifiasm	60992559	60992559	253	54.0	HG00096.hsm-ps-sseq
HG00096	h2tg000020l#1-2766769	86	2766749	58.2968	1.48018e-06	hap2	hifiasm	2766769	2766769	18	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000021l#1-190570843	7668	190570823	57.1759	1.91608e-06	hap2	hifiasm	190570843	190570843	908	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000022l#1-83185493	1765	83185473	59.9552	1.01037e-06	hap2	hifiasm	83185493	83185493	339	54.0	HG00096.hsm-ps-sseq
HG00096	h2tg000023l#1-133661568	4707	133661548	57.7547	1.67697e-06	hap2	hifiasm	133661568	133661568	1037	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000024l#1-133471904	2176	133471884	61.0995	7.76342e-07	hap2	hifiasm	133471904	133471904	660	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000025l#1-85876638	2095	85876618	59.3491	1.1617e-06	hap2	hifiasm	85876638	85876638	665	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000026l#1-57899210	1138	57899190	60.2875	9.35954e-07	hap2	hifiasm	57899210	57899210	301	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000027l#1-16749469	1561	16749449	53.528	4.43815e-06	hap2	hifiasm	16749469	16749469	221	49.0	HG00096.hsm-ps-sseq
HG00096	h2tg000028l#1-110573735	1726	110573715	61.2883	7.43315e-07	hap2	hifiasm	110573735	110573735	736	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000029l#1-85165724	2635	85165704	58.317	1.47334e-06	hap2	hifiasm	85165724	85165724	504	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000030l#1-57837491	2543	57837471	56.7907	2.09376e-06	hap2	hifiasm	57837491	57837491	362	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000031l#1-20392708	1022	20392688	56.2223	2.38653e-06	hap2	hifiasm	20392708	20392708	197	50.0	HG00096.hsm-ps-sseq
HG00096	h2tg000032l#1-12462721	1450	12462701	52.5644	5.54065e-06	hap2	hifiasm	12462721	12462721	128	50.0	HG00096.hsm-ps-sseq
HG00096	h2tg000033l#1-57216561	2773	57216541	56.3678	2.30791e-06	hap2	hifiasm	57216561	57216561	199	55.0	HG00096.hsm-ps-sseq
HG00096	h2tg000034l#1-12575018	552	12574998	56.7978	2.09036e-06	hap2	hifiasm	12575018	12575018	82	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000034l#12575098-36714515	329	24139398	61.8775	6.49012e-07	hap2	hifiasm	24139418	24139418	117	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000035l#1-42205371	985	42205351	59.5415	1.11136e-06	hap2	hifiasm	42205371	42205371	178	54.0	HG00096.hsm-ps-sseq
HG00096	h2tg000036l#1-71831822	2485	71831802	57.832	1.64739e-06	hap2	hifiasm	71831822	71831822	367	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000037l#1-24459145	955	24459125	57.3065	1.85931e-06	hap2	hifiasm	24459145	24459145	215	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000038l#1-1418112	23	1418092	61.1219	7.72338e-07	hap2	hifiasm	1418112	1418112	7	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000039l#1-57185409	2609	57185389	56.6302	2.1726e-06	hap2	hifiasm	57185409	57185409	322	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000040l#1-25221855	1085	25221835	56.8856	2.04853e-06	hap2	hifiasm	25221855	25221855	188	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000041l#1-88574769	3698	88574749	57.0155	1.98814e-06	hap2	hifiasm	88574769	88574769	635	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000042l#1-4695261	7	4695241	71.4878	7.09939e-08	hap2	hifiasm	4695261	4695261	5	60.0	HG00096.hsm-ps-sseq
HG00096	h2tg000043l#1-60169550	2524	60169530	56.995	1.99757e-06	hap2	hifiasm	60169550	60169550	374	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000044l#1-3380379	805	3380359	49.4534	1.13413e-05	hap2	hifiasm	3380379	3380379	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000045l#1-210543	1182	210523	35.7174	0.000268079	hap2	hifiasm	210543	210543	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000046l#1-988945	250	988925	49.1939	1.20395e-05	hap2	hifiasm	988945	988945	9	50.0	HG00096.hsm-ps-sseq
HG00096	h2tg000047l#1-1358062	51	1358042	57.4755	1.78832e-06	hap2	hifiasm	1358062	1358062	71	43.0	HG00096.hsm-ps-sseq
HG00096	h2tg000048l#1-15812256	2101	15812236	51.9876	6.32763e-06	hap2	hifiasm	15812256	15812256	104	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000049l#1-3122834	23	3122814	64.5504	3.50723e-07	hap2	hifiasm	3122834	3122834	6	57.0	HG00096.hsm-ps-sseq
HG00096	h2tg000050l#1-2333324	0	2333304	99.0	0.0	hap2	hifiasm	2333324	2333324	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000051l#1-6576168	299	6576148	56.6451	2.16516e-06	hap2	hifiasm	6576168	6576168	47	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000052l#1-891493	1	891473	72.7233	5.34162e-08	hap2	hifiasm	891493	891493	9	50.0	HG00096.hsm-ps-sseq
HG00096	h2tg000053l#1-2763717	0	2763697	99.0	0.0	hap2	hifiasm	2763717	2763717	21	51.0	HG00096.hsm-ps-sseq
HG00096	h2tg000054l#1-2307283	268	2307263	52.5716	5.53149e-06	hap2	hifiasm	2307283	2307283	72	45.0	HG00096.hsm-ps-sseq
HG00096	h2tg000055l#1-1602395	8	1602375	66.2389	2.37743e-07	hap2	hifiasm	1602395	1602395	9	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000056l#1-6922434	537	6922414	54.3249	3.69414e-06	hap2	hifiasm	6922434	6922434	21	55.0	HG00096.hsm-ps-sseq
HG00096	h2tg000057l#1-569175	0	569155	99.0	0.0	hap2	hifiasm	569175	569175	38	42.0	HG00096.hsm-ps-sseq
HG00096	h2tg000058l#1-1196571	0	1196551	99.0	0.0	hap2	hifiasm	1196571	1196571	7	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000059l#1-609229	0	609209	99.0	0.0	hap2	hifiasm	609229	609229	50	41.0	HG00096.hsm-ps-sseq
HG00096	h2tg000060l#1-2742689	143	2742669	56.0505	2.48287e-06	hap2	hifiasm	2742689	2742689	18	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000061l#1-3344091	6	3344071	70.6834	8.54391e-08	hap2	hifiasm	3344091	3344091	20	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000062l#1-44109	0	44089	99.0	0.0	hap2	hifiasm	44109	44109	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000063l#1-2114181	57	2114161	58.9148	1.28388e-06	hap2	hifiasm	2114181	2114181	35	48.0	HG00096.hsm-ps-sseq
HG00096	h2tg000064l#1-4864965	588	4864945	52.3989	5.75579e-06	hap2	hifiasm	4864965	4864965	12	56.0	HG00096.hsm-ps-sseq
HG00096	h2tg000065l#1-247256	0	247236	99.0	0.0	hap2	hifiasm	247256	247256	14	42.0	HG00096.hsm-ps-sseq
HG00096	h2tg000066l#1-1847097	0	1847077	99.0	0.0	hap2	hifiasm	1847097	1847097	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000067l#1-3081198	505	3081178	51.0761	7.80529e-06	hap2	hifiasm	3081198	3081198	13	54.0	HG00096.hsm-ps-sseq
HG00096	h2tg000068l#1-1529191	1194	1529171	44.2951	3.71955e-05	hap2	hifiasm	1529191	1529191	111	41.0	HG00096.hsm-ps-sseq
HG00096	h2tg000069l#1-83432	11	83412	52.0203	6.28018e-06	hap2	hifiasm	83432	83432	7	41.0	HG00096.hsm-ps-sseq
HG00096	h2tg000070l#1-1665501	25	1665481	61.4582	7.14799e-07	hap2	hifiasm	1665501	1665501	36	47.0	HG00096.hsm-ps-sseq
HG00096	h2tg000071l#1-360300	0	360280	99.0	0.0	hap2	hifiasm	360300	360300	2	53.0	HG00096.hsm-ps-sseq
HG00096	h2tg000072l#1-1327426	695	1327406	46.0313	2.49385e-05	hap2	hifiasm	1327426	1327426	55	44.0	HG00096.hsm-ps-sseq
HG00096	h2tg000073l#1-782691	17	782671	59.8535	1.03432e-06	hap2	hifiasm	782691	782691	50	42.0	HG00096.hsm-ps-sseq
HG00096	h2tg000074l#1-89898	14	89878	51.2971	7.41801e-06	hap2	hifiasm	89898	89898	4	44.0	HG00096.hsm-ps-sseq
HG00096	h2tg000075c#1-265747	151	265727	45.6756	2.7067e-05	hap2	hifiasm	265747	265747	87	35.0	HG00096.hsm-ps-sseq
HG00096	h2tg000076l#1-2425348	61	2425328	59.2165	1.19769e-06	hap2	hifiasm	2425348	2425348	3	59.0	HG00096.hsm-ps-sseq
HG00096	h2tg000077l#1-150827	23	150807	51.3888	7.26304e-06	hap2	hifiasm	150827	150827	28	37.0	HG00096.hsm-ps-sseq
HG00096	h2tg000078l#1-1371226	11	1371206	64.1793	3.82008e-07	hap2	hifiasm	1371226	1371226	15	50.0	HG00096.hsm-ps-sseq
HG00096	h2tg000079l#1-391431	567	391411	41.6097	6.90288e-05	hap2	hifiasm	391431	391431	7	47.0	HG00096.hsm-ps-sseq
HG00096	h2tg000080l#1-494466	748	494446	41.4212	7.20902e-05	hap2	hifiasm	494466	494466	29	42.0	HG00096.hsm-ps-sseq
HG00096	h2tg000081l#1-1231226	204	1231206	51.0289	7.89068e-06	hap2	hifiasm	1231226	1231226	12	50.0	HG00096.hsm-ps-sseq
HG00096	h2tg000082l#1-84506	29	84486	47.8654	1.6348e-05	hap2	hifiasm	84506	84506	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000083l#1-535173	57	535153	52.948	5.07224e-06	hap2	hifiasm	535173	535173	109	37.0	HG00096.hsm-ps-sseq
HG00096	h2tg000084l#1-654231	0	654211	99.0	0.0	hap2	hifiasm	654231	654231	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000085l#1-387529	0	387509	99.0	0.0	hap2	hifiasm	387529	387529	6	48.0	HG00096.hsm-ps-sseq
HG00096	h2tg000086l#1-109082	0	109062	99.0	0.0	hap2	hifiasm	109082	109082	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000087l#1-151977	0	151957	99.0	0.0	hap2	hifiasm	151977	151977	1	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000088l#1-109711	147	109691	41.948	6.38564e-05	hap2	hifiasm	109711	109711	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000089l#1-26371	26	26351	43.2784	4.70068e-05	hap2	hifiasm	26371	26371	1	44.0	HG00096.hsm-ps-sseq
HG00096	h2tg000090l#1-42298	0	42278	99.0	0.0	hap2	hifiasm	42298	42298	1	46.0	HG00096.hsm-ps-sseq
HG00096	h2tg000091l#1-386259	0	386239	99.0	0.0	hap2	hifiasm	386259	386259	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000092l#1-96268	0	96248	99.0	0.0	hap2	hifiasm	96268	96268	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000093l#1-176952	0	176932	99.0	0.0	hap2	hifiasm	176952	176952	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000094l#1-83335	0	83315	99.0	0.0	hap2	hifiasm	83335	83335	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000095l#1-230915	0	230895	99.0	0.0	hap2	hifiasm	230915	230915	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000096l#1-61294	13	61274	49.9551	1.0104e-05	hap2	hifiasm	61294	61294	39	32.0	HG00096.hsm-ps-sseq
HG00096	h2tg000097l#1-190061	0	190041	99.0	0.0	hap2	hifiasm	190061	190061	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000098l#1-304811	0	304791	99.0	0.0	hap2	hifiasm	304811	304811	8	46.0	HG00096.hsm-ps-sseq
HG00096	h2tg000099l#1-93582	62	93562	45.0079	3.15653e-05	hap2	hifiasm	93582	93582	6	42.0	HG00096.hsm-ps-sseq
HG00096	h2tg000100l#1-102685	0	102665	99.0	0.0	hap2	hifiasm	102685	102685	37	34.0	HG00096.hsm-ps-sseq
HG00096	h2tg000101l#1-87273	0	87253	99.0	0.0	hap2	hifiasm	87273	87273	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000102l#1-162074	0	162054	99.0	0.0	hap2	hifiasm	162074	162074	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000103l#1-119492	13	119472	52.8552	5.1818e-06	hap2	hifiasm	119492	119492	9	41.0	HG00096.hsm-ps-sseq
HG00096	h2tg000104l#1-312105	0	312085	99.0	0.0	hap2	hifiasm	312105	312105	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000105l#1-131584	0	131564	99.0	0.0	hap2	hifiasm	131584	131584	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000106l#1-44918	0	44898	99.0	0.0	hap2	hifiasm	44918	44918	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000107l#1-80904	0	80884	99.0	0.0	hap2	hifiasm	80904	80904	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000108l#1-109725	0	109705	99.0	0.0	hap2	hifiasm	109725	109725	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000109l#1-57634	0	57614	99.0	0.0	hap2	hifiasm	57634	57634	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000110l#1-168760	14	168740	54.0329	3.95101e-06	hap2	hifiasm	168760	168760	16	40.0	HG00096.hsm-ps-sseq
HG00096	h2tg000112l#1-37137	0	37117	99.0	0.0	hap2	hifiasm	37137	37137	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000113l#1-35849	0	35829	99.0	0.0	hap2	hifiasm	35849	35849	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000114c#1-35704	0	35684	99.0	0.0	hap2	hifiasm	35704	35704	0	99.0	HG00096.hsm-ps-sseq
HG00096	h2tg000115l#1-303632	15	303612	56.2844	2.35268e-06	hap2	hifiasm	303632	303632	2	52.0	HG00096.hsm-ps-sseq
HG00096	h2tg000116c#1-49059	26	49039	45.9768	2.52535e-05	hap2	hifiasm	49059	49059	19	34.0	HG00096.hsm-ps-sseq
HG00096	h2tg000117l#1-130981	877	130961	34.9497	0.000319909	hap2	hifiasm	130981	130981	27	37.0	HG00096.hsm-ps-sseq
